Index,Timestamp,Gaze X,Gaze Y,Lost Track,Confidence
0,0.0,1216.0,1066.0,,TrackingConfidence.HIGH
1,0.02802586555480957,1216.0,1066.0,,TrackingConfidence.HIGH
2,0.04804396629333496,1232.0,1068.0,,TrackingConfidence.HIGH
3,0.06706047058105469,1232.0,1068.0,,TrackingConfidence.HIGH
4,0.08607840538024902,1232.0,1067.0,,TrackingConfidence.HIGH
5,0.10517144203186035,1232.0,1067.0,,TrackingConfidence.HIGH
6,0.12518978118896484,1232.0,1067.0,,TrackingConfidence.HIGH
7,0.1462094783782959,1232.0,1067.0,,TrackingConfidence.HIGH
8,0.16522622108459473,1284.0,1072.0,,TrackingConfidence.HIGH
9,0.18424367904663086,1315.0,1073.0,,TrackingConfidence.HIGH
10,0.2032625675201416,1315.0,1073.0,,TrackingConfidence.HIGH
11,0.223283052444458,1361.0,1063.0,,TrackingConfidence.HIGH
12,0.24351072311401367,1361.0,1064.0,,TrackingConfidence.HIGH
13,0.26354527473449707,1361.0,1064.0,,TrackingConfidence.HIGH
14,0.282562255859375,1361.0,1064.0,,TrackingConfidence.HIGH
15,0.30157899856567383,1361.0,1064.0,,TrackingConfidence.HIGH
16,0.32059621810913086,1360.0,1052.0,,TrackingConfidence.HIGH
17,0.33977365493774414,1360.0,1052.0,,TrackingConfidence.HIGH
18,0.35879015922546387,1355.0,1056.0,,TrackingConfidence.HIGH
19,0.3808107376098633,1355.0,1056.0,,TrackingConfidence.HIGH
20,0.3998284339904785,1364.0,1052.0,,TrackingConfidence.HIGH
21,0.41884565353393555,1358.0,1042.0,,TrackingConfidence.HIGH
22,0.4378626346588135,1358.0,1042.0,,TrackingConfidence.HIGH
23,0.4568803310394287,1352.0,1048.0,,TrackingConfidence.HIGH
24,0.4768984317779541,1351.0,1046.0,,TrackingConfidence.HIGH
25,0.4989173412322998,1351.0,1046.0,,TrackingConfidence.HIGH
26,0.5189363956451416,1351.0,1046.0,,TrackingConfidence.HIGH
27,0.5389542579650879,1349.0,1047.0,,TrackingConfidence.HIGH
28,0.5582547187805176,1333.0,1039.0,,TrackingConfidence.HIGH
29,0.5772721767425537,1318.0,998.0,,TrackingConfidence.HIGH
30,0.5962896347045898,1318.0,998.0,,TrackingConfidence.HIGH
31,0.6163079738616943,1318.0,998.0,,TrackingConfidence.HIGH
32,0.6363253593444824,1330.0,1003.0,,TrackingConfidence.HIGH
33,0.6553432941436768,1329.0,1014.0,,TrackingConfidence.HIGH
34,0.6759045124053955,1329.0,1014.0,,TrackingConfidence.HIGH
35,0.6949224472045898,1363.0,1013.0,,TrackingConfidence.HIGH
36,0.7150654792785645,1343.0,1008.0,,TrackingConfidence.HIGH
37,0.7349185943603516,1343.0,1008.0,,TrackingConfidence.HIGH
38,0.7541475296020508,1343.0,1008.0,,TrackingConfidence.HIGH
39,0.7736952304840088,1372.0,999.0,,TrackingConfidence.HIGH
40,0.7937130928039551,1375.0,993.0,,TrackingConfidence.HIGH
41,0.8132569789886475,1350.0,1003.0,,TrackingConfidence.HIGH
42,0.8322749137878418,1350.0,1003.0,,TrackingConfidence.HIGH
43,0.8512921333312988,1349.0,1002.0,,TrackingConfidence.HIGH
44,0.8715207576751709,1349.0,1002.0,,TrackingConfidence.HIGH
45,0.8908233642578125,1351.0,1002.0,,TrackingConfidence.HIGH
46,0.9104642868041992,1351.0,1002.0,,TrackingConfidence.HIGH
47,0.9300949573516846,1350.0,10.0,,TrackingConfidence.HIGH
48,0.9503738880157471,1348.0,10.0,,TrackingConfidence.HIGH
49,0.9706006050109863,1348.0,10.0,,TrackingConfidence.HIGH
50,0.9896249771118164,1343.0,1008.0,,TrackingConfidence.HIGH
51,1.008838415145874,1307.0,1032.0,,TrackingConfidence.HIGH
52,1.027855634689331,1307.0,1032.0,,TrackingConfidence.HIGH
53,1.0478246212005615,1337.0,1042.0,,TrackingConfidence.HIGH
54,1.0673604011535645,1337.0,1042.0,,TrackingConfidence.HIGH
55,1.0888721942901611,1339.0,1030.0,,TrackingConfidence.HIGH
56,1.1088078022003174,1339.0,1030.0,,TrackingConfidence.HIGH
57,1.1278257369995117,1327.0,1034.0,,TrackingConfidence.HIGH
58,1.1468455791473389,1327.0,1034.0,,TrackingConfidence.HIGH
59,1.165989875793457,1327.0,1034.0,,TrackingConfidence.HIGH
60,1.1852877140045166,1331.0,1037.0,,TrackingConfidence.HIGH
61,1.2050416469573975,1331.0,1037.0,,TrackingConfidence.HIGH
62,1.224684238433838,1338.0,1029.0,,TrackingConfidence.HIGH
63,1.243701696395874,1344.0,1034.0,,TrackingConfidence.HIGH
64,1.2632274627685547,1344.0,1034.0,,TrackingConfidence.HIGH
65,1.2832450866699219,1344.0,1034.0,,TrackingConfidence.HIGH
66,1.302262544631958,1349.0,1012.0,,TrackingConfidence.HIGH
67,1.3212814331054688,1349.0,1012.0,,TrackingConfidence.HIGH
68,1.3417770862579346,1364.0,999.0,,TrackingConfidence.HIGH
69,1.3613145351409912,1367.0,983.0,,TrackingConfidence.HIGH
70,1.3803319931030273,1367.0,983.0,,TrackingConfidence.HIGH
71,1.3993492126464844,1314.0,943.0,,TrackingConfidence.HIGH
72,1.4187870025634766,1019.0,730.0,,TrackingConfidence.HIGH
73,1.4408462047576904,1019.0,730.0,,TrackingConfidence.HIGH
74,1.4605014324188232,1016.0,645.0,,TrackingConfidence.HIGH
75,1.4798457622528076,1002.0,646.0,,TrackingConfidence.HIGH
76,1.4993631839752197,1002.0,646.0,,TrackingConfidence.HIGH
77,1.5188531875610352,1016.0,638.0,,TrackingConfidence.HIGH
78,1.5378525257110596,1016.0,638.0,,TrackingConfidence.HIGH
79,1.5588617324829102,1016.0,638.0,,TrackingConfidence.HIGH
80,1.5788533687591553,1018.0,625.0,,TrackingConfidence.HIGH
81,1.5976810455322266,1018.0,625.0,,TrackingConfidence.HIGH
82,1.6166980266571045,1016.0,625.0,,TrackingConfidence.HIGH
83,1.6357154846191406,1016.0,625.0,,TrackingConfidence.HIGH
84,1.6547324657440186,1011.0,623.0,,TrackingConfidence.HIGH
85,1.6779325008392334,1011.0,623.0,,TrackingConfidence.HIGH
86,1.6980483531951904,1014.0,624.0,,TrackingConfidence.HIGH
87,1.7177720069885254,1024.0,608.0,,TrackingConfidence.HIGH
88,1.7367932796478271,1024.0,608.0,,TrackingConfidence.HIGH
89,1.7567834854125977,1026.0,604.0,,TrackingConfidence.HIGH
90,1.7763171195983887,1024.0,595.0,,TrackingConfidence.HIGH
91,1.7983217239379883,1024.0,595.0,,TrackingConfidence.HIGH
92,1.818284273147583,1024.0,595.0,,TrackingConfidence.HIGH
93,1.8379955291748047,1019.0,590.0,,TrackingConfidence.HIGH
94,1.8580749034881592,1013.0,586.0,,TrackingConfidence.HIGH
95,1.878000020980835,1013.0,586.0,,TrackingConfidence.HIGH
96,1.897787094116211,1013.0,574.0,,TrackingConfidence.HIGH
97,1.9176883697509766,1013.0,574.0,,TrackingConfidence.HIGH
